model,criterion,max_depth,min_samples_split,max_features,learning_rate,n_estimators,n_neighbors,metric,solver,penalty,C,max_iter,kernel,train_accuracy,train_f1,test_accuracy,test_f1,duration
Decision Tree,gini,4,2,nan,0,0,0,0,0,0,0,0,0,0.828,0.826,0.675,0.671,0.00307
Decision Tree,gini,4,2,sqrt,0,0,0,0,0,0,0,0,0,0.798,0.797,0.795,0.795,0.00215
Decision Tree,gini,4,2,log2,0,0,0,0,0,0,0,0,0,0.704,0.695,0.578,0.57,0.00301
Decision Tree,gini,4,3,nan,0,0,0,0,0,0,0,0,0,0.822,0.821,0.759,0.76,0.00501
Decision Tree,gini,4,3,sqrt,0,0,0,0,0,0,0,0,0,0.695,0.695,0.675,0.676,0.001
Decision Tree,gini,4,3,log2,0,0,0,0,0,0,0,0,0,0.755,0.748,0.663,0.659,0.00253
Decision Tree,gini,4,4,nan,0,0,0,0,0,0,0,0,0,0.846,0.846,0.735,0.735,0.00302
Decision Tree,gini,4,4,sqrt,0,0,0,0,0,0,0,0,0,0.764,0.762,0.771,0.77,0.00203
Decision Tree,gini,4,4,log2,0,0,0,0,0,0,0,0,0,0.752,0.753,0.59,0.591,0.002
Decision Tree,gini,4,5,nan,0,0,0,0,0,0,0,0,0,0.828,0.826,0.723,0.721,0.00401
Decision Tree,gini,4,5,sqrt,0,0,0,0,0,0,0,0,0,0.764,0.764,0.735,0.736,0.002
Decision Tree,gini,4,5,log2,0,0,0,0,0,0,0,0,0,0.776,0.776,0.735,0.729,0.003
Decision Tree,gini,4,6,nan,0,0,0,0,0,0,0,0,0,0.855,0.853,0.627,0.627,0.00298
Decision Tree,gini,4,6,sqrt,0,0,0,0,0,0,0,0,0,0.686,0.68,0.699,0.699,0.002
Decision Tree,gini,4,6,log2,0,0,0,0,0,0,0,0,0,0.782,0.782,0.711,0.708,0.00204
Decision Tree,gini,4,7,nan,0,0,0,0,0,0,0,0,0,0.828,0.824,0.663,0.654,0.00197
Decision Tree,gini,4,7,sqrt,0,0,0,0,0,0,0,0,0,0.813,0.813,0.675,0.677,0.00203
Decision Tree,gini,4,7,log2,0,0,0,0,0,0,0,0,0,0.764,0.761,0.735,0.734,0.00196
Decision Tree,gini,4,8,nan,0,0,0,0,0,0,0,0,0,0.834,0.834,0.627,0.627,0.00197
Decision Tree,gini,4,8,sqrt,0,0,0,0,0,0,0,0,0,0.728,0.728,0.542,0.538,0.00204
Decision Tree,gini,4,8,log2,0,0,0,0,0,0,0,0,0,0.81,0.807,0.578,0.571,0.003
Decision Tree,gini,4,9,nan,0,0,0,0,0,0,0,0,0,0.819,0.819,0.711,0.71,0.002
Decision Tree,gini,4,9,sqrt,0,0,0,0,0,0,0,0,0,0.761,0.761,0.699,0.701,0.002
Decision Tree,gini,4,9,log2,0,0,0,0,0,0,0,0,0,0.755,0.756,0.627,0.625,0.00203
Decision Tree,gini,4,10,nan,0,0,0,0,0,0,0,0,0,0.813,0.813,0.651,0.653,0.00256
Decision Tree,gini,4,10,sqrt,0,0,0,0,0,0,0,0,0,0.728,0.727,0.675,0.678,0.00201
Decision Tree,gini,4,10,log2,0,0,0,0,0,0,0,0,0,0.779,0.778,0.639,0.638,0.00302
Decision Tree,gini,4,11,nan,0,0,0,0,0,0,0,0,0,0.846,0.846,0.699,0.7,0.00204
Decision Tree,gini,4,11,sqrt,0,0,0,0,0,0,0,0,0,0.767,0.768,0.614,0.614,0.00151
Decision Tree,gini,4,11,log2,0,0,0,0,0,0,0,0,0,0.773,0.774,0.627,0.627,0.0049
Decision Tree,gini,4,12,nan,0,0,0,0,0,0,0,0,0,0.822,0.821,0.711,0.713,0.001
Decision Tree,gini,4,12,sqrt,0,0,0,0,0,0,0,0,0,0.743,0.743,0.627,0.622,0.00299
Decision Tree,gini,4,12,log2,0,0,0,0,0,0,0,0,0,0.74,0.737,0.627,0.601,0.00401
Decision Tree,gini,4,13,nan,0,0,0,0,0,0,0,0,0,0.804,0.799,0.663,0.655,0.00462
Decision Tree,gini,4,13,sqrt,0,0,0,0,0,0,0,0,0,0.743,0.729,0.699,0.689,0.001
Decision Tree,gini,4,13,log2,0,0,0,0,0,0,0,0,0,0.746,0.748,0.663,0.661,0.00259
Decision Tree,gini,4,14,nan,0,0,0,0,0,0,0,0,0,0.81,0.807,0.747,0.744,0.00353
Decision Tree,gini,4,14,sqrt,0,0,0,0,0,0,0,0,0,0.716,0.707,0.663,0.654,0.00201
Decision Tree,gini,4,14,log2,0,0,0,0,0,0,0,0,0,0.743,0.739,0.687,0.681,0.00201
Decision Tree,gini,4,15,nan,0,0,0,0,0,0,0,0,0,0.798,0.794,0.735,0.727,0.00301
Decision Tree,gini,4,15,sqrt,0,0,0,0,0,0,0,0,0,0.81,0.809,0.663,0.666,0.001
Decision Tree,gini,4,15,log2,0,0,0,0,0,0,0,0,0,0.752,0.751,0.711,0.704,0.00199
Decision Tree,gini,4,16,nan,0,0,0,0,0,0,0,0,0,0.785,0.78,0.759,0.745,0.00557
Decision Tree,gini,4,16,sqrt,0,0,0,0,0,0,0,0,0,0.773,0.772,0.699,0.697,0.001
Decision Tree,gini,4,16,log2,0,0,0,0,0,0,0,0,0,0.789,0.789,0.747,0.746,0.001
Decision Tree,gini,4,17,nan,0,0,0,0,0,0,0,0,0,0.816,0.816,0.723,0.723,0.002
Decision Tree,gini,4,17,sqrt,0,0,0,0,0,0,0,0,0,0.728,0.726,0.614,0.606,0.002
Decision Tree,gini,4,17,log2,0,0,0,0,0,0,0,0,0,0.776,0.777,0.687,0.687,0.00452
Decision Tree,gini,4,18,nan,0,0,0,0,0,0,0,0,0,0.828,0.827,0.663,0.665,0.00296
Decision Tree,gini,4,18,sqrt,0,0,0,0,0,0,0,0,0,0.782,0.781,0.735,0.735,0.00421
Decision Tree,gini,4,18,log2,0,0,0,0,0,0,0,0,0,0.789,0.786,0.687,0.68,0.00101
Decision Tree,gini,4,19,nan,0,0,0,0,0,0,0,0,0,0.822,0.82,0.711,0.696,0.00204
Decision Tree,gini,4,19,sqrt,0,0,0,0,0,0,0,0,0,0.758,0.751,0.602,0.589,0.001
Decision Tree,gini,4,19,log2,0,0,0,0,0,0,0,0,0,0.71,0.708,0.711,0.711,0.002
Decision Tree,gini,4,20,nan,0,0,0,0,0,0,0,0,0,0.807,0.805,0.639,0.636,0.00104
Decision Tree,gini,4,20,sqrt,0,0,0,0,0,0,0,0,0,0.752,0.748,0.711,0.705,0.00151
Decision Tree,gini,4,20,log2,0,0,0,0,0,0,0,0,0,0.77,0.772,0.663,0.662,0.00104
Decision Tree,entropy,4,2,nan,0,0,0,0,0,0,0,0,0,0.767,0.763,0.711,0.708,0.00204
Decision Tree,entropy,4,2,sqrt,0,0,0,0,0,0,0,0,0,0.773,0.773,0.699,0.699,0.00355
Decision Tree,entropy,4,2,log2,0,0,0,0,0,0,0,0,0,0.773,0.772,0.651,0.65,0.00259
Decision Tree,entropy,4,3,nan,0,0,0,0,0,0,0,0,0,0.81,0.809,0.699,0.693,0.00256
Decision Tree,entropy,4,3,sqrt,0,0,0,0,0,0,0,0,0,0.795,0.795,0.639,0.639,0.00305
Decision Tree,entropy,4,3,log2,0,0,0,0,0,0,0,0,0,0.698,0.699,0.602,0.604,0.00201
Decision Tree,entropy,4,4,nan,0,0,0,0,0,0,0,0,0,0.813,0.812,0.747,0.746,0.003
Decision Tree,entropy,4,4,sqrt,0,0,0,0,0,0,0,0,0,0.81,0.81,0.711,0.71,0.00197
Decision Tree,entropy,4,4,log2,0,0,0,0,0,0,0,0,0,0.807,0.807,0.735,0.736,0.00203
Decision Tree,entropy,4,5,nan,0,0,0,0,0,0,0,0,0,0.816,0.811,0.723,0.713,0.00297
Decision Tree,entropy,4,5,sqrt,0,0,0,0,0,0,0,0,0,0.734,0.724,0.711,0.705,0.00201
Decision Tree,entropy,4,5,log2,0,0,0,0,0,0,0,0,0,0.804,0.798,0.711,0.708,0.002
Decision Tree,entropy,4,6,nan,0,0,0,0,0,0,0,0,0,0.801,0.799,0.651,0.645,0.00196
Decision Tree,entropy,4,6,sqrt,0,0,0,0,0,0,0,0,0,0.792,0.789,0.663,0.666,0.00199
Decision Tree,entropy,4,6,log2,0,0,0,0,0,0,0,0,0,0.68,0.674,0.723,0.713,0.002
Decision Tree,entropy,4,7,nan,0,0,0,0,0,0,0,0,0,0.81,0.81,0.651,0.653,0.00301
Decision Tree,entropy,4,7,sqrt,0,0,0,0,0,0,0,0,0,0.81,0.809,0.627,0.627,0.00201
Decision Tree,entropy,4,7,log2,0,0,0,0,0,0,0,0,0,0.77,0.771,0.723,0.723,0.00104
Decision Tree,entropy,4,8,nan,0,0,0,0,0,0,0,0,0,0.813,0.811,0.711,0.7,0.00402
Decision Tree,entropy,4,8,sqrt,0,0,0,0,0,0,0,0,0,0.752,0.744,0.602,0.596,0.00105
Decision Tree,entropy,4,8,log2,0,0,0,0,0,0,0,0,0,0.761,0.761,0.723,0.717,0.00194
Decision Tree,entropy,4,9,nan,0,0,0,0,0,0,0,0,0,0.816,0.815,0.675,0.675,0.00252
Decision Tree,entropy,4,9,sqrt,0,0,0,0,0,0,0,0,0,0.767,0.763,0.759,0.75,0.00653
Decision Tree,entropy,4,9,log2,0,0,0,0,0,0,0,0,0,0.81,0.808,0.651,0.65,0.0045
Decision Tree,entropy,4,10,nan,0,0,0,0,0,0,0,0,0,0.789,0.788,0.663,0.654,0.00301
Decision Tree,entropy,4,10,sqrt,0,0,0,0,0,0,0,0,0,0.776,0.777,0.735,0.734,0.002
Decision Tree,entropy,4,10,log2,0,0,0,0,0,0,0,0,0,0.758,0.756,0.59,0.584,0.002
Decision Tree,entropy,4,11,nan,0,0,0,0,0,0,0,0,0,0.831,0.829,0.699,0.697,0.00703
Decision Tree,entropy,4,11,sqrt,0,0,0,0,0,0,0,0,0,0.822,0.82,0.711,0.703,0.00353
Decision Tree,entropy,4,11,log2,0,0,0,0,0,0,0,0,0,0.722,0.709,0.723,0.718,0.002
Decision Tree,entropy,4,12,nan,0,0,0,0,0,0,0,0,0,0.801,0.8,0.795,0.795,0.003
Decision Tree,entropy,4,12,sqrt,0,0,0,0,0,0,0,0,0,0.801,0.801,0.711,0.711,0.001
Decision Tree,entropy,4,12,log2,0,0,0,0,0,0,0,0,0,0.764,0.763,0.747,0.745,0.00386
Decision Tree,entropy,4,13,nan,0,0,0,0,0,0,0,0,0,0.789,0.789,0.687,0.685,0.00606
Decision Tree,entropy,4,13,sqrt,0,0,0,0,0,0,0,0,0,0.767,0.768,0.759,0.761,0.00196
Decision Tree,entropy,4,13,log2,0,0,0,0,0,0,0,0,0,0.758,0.758,0.771,0.772,0.00101
Decision Tree,entropy,4,14,nan,0,0,0,0,0,0,0,0,0,0.801,0.801,0.723,0.723,0.00358
Decision Tree,entropy,4,14,sqrt,0,0,0,0,0,0,0,0,0,0.77,0.765,0.699,0.697,0.00104
Decision Tree,entropy,4,14,log2,0,0,0,0,0,0,0,0,0,0.713,0.707,0.554,0.546,0.00203
Decision Tree,entropy,4,15,nan,0,0,0,0,0,0,0,0,0,0.801,0.794,0.699,0.698,0.00405
Decision Tree,entropy,4,15,sqrt,0,0,0,0,0,0,0,0,0,0.801,0.799,0.675,0.678,0.00096
Decision Tree,entropy,4,15,log2,0,0,0,0,0,0,0,0,0,0.725,0.721,0.59,0.585,0.002
Decision Tree,entropy,4,16,nan,0,0,0,0,0,0,0,0,0,0.801,0.799,0.735,0.726,0.00196
Decision Tree,entropy,4,16,sqrt,0,0,0,0,0,0,0,0,0,0.798,0.797,0.723,0.723,0.00151
Decision Tree,entropy,4,16,log2,0,0,0,0,0,0,0,0,0,0.785,0.784,0.663,0.663,0.00192
Decision Tree,entropy,4,17,nan,0,0,0,0,0,0,0,0,0,0.813,0.811,0.699,0.699,0.00201
Decision Tree,entropy,4,17,sqrt,0,0,0,0,0,0,0,0,0,0.782,0.782,0.711,0.71,0.002
Decision Tree,entropy,4,17,log2,0,0,0,0,0,0,0,0,0,0.749,0.748,0.639,0.639,0.002
Decision Tree,entropy,4,18,nan,0,0,0,0,0,0,0,0,0,0.819,0.817,0.687,0.685,0.003
Decision Tree,entropy,4,18,sqrt,0,0,0,0,0,0,0,0,0,0.755,0.755,0.723,0.724,0.002
Decision Tree,entropy,4,18,log2,0,0,0,0,0,0,0,0,0,0.785,0.785,0.699,0.699,0.00353
Decision Tree,entropy,4,19,nan,0,0,0,0,0,0,0,0,0,0.779,0.778,0.807,0.806,0.004
Decision Tree,entropy,4,19,sqrt,0,0,0,0,0,0,0,0,0,0.716,0.707,0.699,0.682,0.00301
Decision Tree,entropy,4,19,log2,0,0,0,0,0,0,0,0,0,0.722,0.723,0.771,0.771,0.00295
Decision Tree,entropy,4,20,nan,0,0,0,0,0,0,0,0,0,0.819,0.817,0.723,0.723,0.00555
Decision Tree,entropy,4,20,sqrt,0,0,0,0,0,0,0,0,0,0.776,0.772,0.723,0.722,0.00201
Decision Tree,entropy,4,20,log2,0,0,0,0,0,0,0,0,0,0.773,0.773,0.687,0.693,0.00319
Decision Tree,gini,5,2,nan,0,0,0,0,0,0,0,0,0,0.882,0.882,0.651,0.647,0.00248
Decision Tree,gini,5,2,sqrt,0,0,0,0,0,0,0,0,0,0.819,0.816,0.639,0.628,0.00355
Decision Tree,gini,5,2,log2,0,0,0,0,0,0,0,0,0,0.813,0.812,0.627,0.63,0.002
Decision Tree,gini,5,3,nan,0,0,0,0,0,0,0,0,0,0.852,0.851,0.614,0.611,0.002
Decision Tree,gini,5,3,sqrt,0,0,0,0,0,0,0,0,0,0.752,0.751,0.663,0.663,0.00098
Decision Tree,gini,5,3,log2,0,0,0,0,0,0,0,0,0,0.752,0.751,0.566,0.569,0.002
Decision Tree,gini,5,4,nan,0,0,0,0,0,0,0,0,0,0.861,0.86,0.687,0.678,0.00252
Decision Tree,gini,5,4,sqrt,0,0,0,0,0,0,0,0,0,0.813,0.813,0.687,0.687,0.00701
Decision Tree,gini,5,4,log2,0,0,0,0,0,0,0,0,0,0.825,0.824,0.711,0.711,0.00514
Decision Tree,gini,5,5,nan,0,0,0,0,0,0,0,0,0,0.828,0.827,0.783,0.785,0.00604
Decision Tree,gini,5,5,sqrt,0,0,0,0,0,0,0,0,0,0.798,0.795,0.675,0.671,0.00606
Decision Tree,gini,5,5,log2,0,0,0,0,0,0,0,0,0,0.855,0.855,0.663,0.663,0.004
Decision Tree,gini,5,6,nan,0,0,0,0,0,0,0,0,0,0.888,0.888,0.663,0.665,0.00196
Decision Tree,gini,5,6,sqrt,0,0,0,0,0,0,0,0,0,0.813,0.813,0.723,0.722,0.002
Decision Tree,gini,5,6,log2,0,0,0,0,0,0,0,0,0,0.804,0.801,0.687,0.695,0.00251
Decision Tree,gini,5,7,nan,0,0,0,0,0,0,0,0,0,0.837,0.837,0.639,0.647,0.00204
Decision Tree,gini,5,7,sqrt,0,0,0,0,0,0,0,0,0,0.779,0.777,0.59,0.58,0.00358
Decision Tree,gini,5,7,log2,0,0,0,0,0,0,0,0,0,0.798,0.796,0.675,0.681,0.002
Decision Tree,gini,5,8,nan,0,0,0,0,0,0,0,0,0,0.852,0.852,0.663,0.668,0.002
Decision Tree,gini,5,8,sqrt,0,0,0,0,0,0,0,0,0,0.804,0.804,0.783,0.783,0.003
Decision Tree,gini,5,8,log2,0,0,0,0,0,0,0,0,0,0.74,0.741,0.639,0.634,0.001
Decision Tree,gini,5,9,nan,0,0,0,0,0,0,0,0,0,0.861,0.861,0.711,0.708,0.002
Decision Tree,gini,5,9,sqrt,0,0,0,0,0,0,0,0,0,0.785,0.786,0.735,0.731,0.002
Decision Tree,gini,5,9,log2,0,0,0,0,0,0,0,0,0,0.837,0.836,0.627,0.629,0.002
Decision Tree,gini,5,10,nan,0,0,0,0,0,0,0,0,0,0.855,0.854,0.747,0.747,0.00957
Decision Tree,gini,5,10,sqrt,0,0,0,0,0,0,0,0,0,0.816,0.816,0.627,0.627,0.00695
Decision Tree,gini,5,10,log2,0,0,0,0,0,0,0,0,0,0.801,0.799,0.711,0.71,0.001
Decision Tree,gini,5,11,nan,0,0,0,0,0,0,0,0,0,0.849,0.848,0.687,0.686,0.004
Decision Tree,gini,5,11,sqrt,0,0,0,0,0,0,0,0,0,0.807,0.803,0.687,0.68,0.002
Decision Tree,gini,5,11,log2,0,0,0,0,0,0,0,0,0,0.798,0.795,0.723,0.72,0.002
Decision Tree,gini,5,12,nan,0,0,0,0,0,0,0,0,0,0.834,0.833,0.771,0.766,0.00407
Decision Tree,gini,5,12,sqrt,0,0,0,0,0,0,0,0,0,0.795,0.795,0.711,0.712,0.002
Decision Tree,gini,5,12,log2,0,0,0,0,0,0,0,0,0,0.785,0.785,0.735,0.735,0.001
Decision Tree,gini,5,13,nan,0,0,0,0,0,0,0,0,0,0.861,0.861,0.687,0.686,0.002
Decision Tree,gini,5,13,sqrt,0,0,0,0,0,0,0,0,0,0.752,0.752,0.602,0.601,0.002
Decision Tree,gini,5,13,log2,0,0,0,0,0,0,0,0,0,0.752,0.753,0.518,0.519,0.001
Decision Tree,gini,5,14,nan,0,0,0,0,0,0,0,0,0,0.846,0.844,0.699,0.697,0.002
Decision Tree,gini,5,14,sqrt,0,0,0,0,0,0,0,0,0,0.792,0.786,0.711,0.707,0.002
Decision Tree,gini,5,14,log2,0,0,0,0,0,0,0,0,0,0.804,0.803,0.735,0.737,0.002
Decision Tree,gini,5,15,nan,0,0,0,0,0,0,0,0,0,0.84,0.84,0.723,0.722,0.003
Decision Tree,gini,5,15,sqrt,0,0,0,0,0,0,0,0,0,0.807,0.804,0.602,0.598,0.002
Decision Tree,gini,5,15,log2,0,0,0,0,0,0,0,0,0,0.837,0.837,0.663,0.665,0.002
Decision Tree,gini,5,16,nan,0,0,0,0,0,0,0,0,0,0.828,0.822,0.602,0.593,0.002
Decision Tree,gini,5,16,sqrt,0,0,0,0,0,0,0,0,0,0.822,0.821,0.711,0.714,0.00251
Decision Tree,gini,5,16,log2,0,0,0,0,0,0,0,0,0,0.779,0.78,0.663,0.662,0.002
Decision Tree,gini,5,17,nan,0,0,0,0,0,0,0,0,0,0.801,0.799,0.711,0.713,0.002
Decision Tree,gini,5,17,sqrt,0,0,0,0,0,0,0,0,0,0.828,0.828,0.747,0.749,0.00152
Decision Tree,gini,5,17,log2,0,0,0,0,0,0,0,0,0,0.785,0.78,0.747,0.742,0.001
Decision Tree,gini,5,18,nan,0,0,0,0,0,0,0,0,0,0.852,0.852,0.675,0.653,0.00252
Decision Tree,gini,5,18,sqrt,0,0,0,0,0,0,0,0,0,0.807,0.806,0.759,0.754,0.001
Decision Tree,gini,5,18,log2,0,0,0,0,0,0,0,0,0,0.785,0.783,0.566,0.559,0.00151
Decision Tree,gini,5,19,nan,0,0,0,0,0,0,0,0,0,0.837,0.837,0.711,0.707,0.00203
Decision Tree,gini,5,19,sqrt,0,0,0,0,0,0,0,0,0,0.776,0.776,0.723,0.725,0.00201
Decision Tree,gini,5,19,log2,0,0,0,0,0,0,0,0,0,0.795,0.787,0.675,0.666,0.002
Decision Tree,gini,5,20,nan,0,0,0,0,0,0,0,0,0,0.813,0.812,0.711,0.714,0.002
Decision Tree,gini,5,20,sqrt,0,0,0,0,0,0,0,0,0,0.801,0.8,0.771,0.769,0.003
Decision Tree,gini,5,20,log2,0,0,0,0,0,0,0,0,0,0.807,0.807,0.747,0.747,0.00301
Decision Tree,entropy,5,2,nan,0,0,0,0,0,0,0,0,0,0.819,0.818,0.687,0.687,0.00433
Decision Tree,entropy,5,2,sqrt,0,0,0,0,0,0,0,0,0,0.743,0.742,0.723,0.718,0.003
Decision Tree,entropy,5,2,log2,0,0,0,0,0,0,0,0,0,0.849,0.849,0.711,0.712,0.00204
